LON,LAT,NUM,STR,CITY,ZIP,PID
-95.9228340343362,38.513589417745564,00000,S CRAWFORD RD,Melvern,66510,0702510100000001000
-95.9363187991272,38.51362971534343,00000,S CRAWFORD RD,Melvern,66510,0702510200000001000
-95.9332196994319,38.504941001868595,00000,S CRAWFORD RD,Melvern,66510,0702511100000001000
-95.94095132436,38.499404711141885,10961,W 309TH ST,Reading,66868,0702511100000002000
-95.94552044470339,38.50305053565547,11387,W 309TH ST,Reading,66868,0702511100000003000
-95.92243630210008,38.49957418889505,00000,S DAVIS RD,Melvern,66510,0702511200000001000
-95.9308719942085,38.50121446835704,00000,S CRAWFORD RD,Reading,66868,0702511200000002000
-95.92709137549562,38.49580555764557,00000,S CRAWFORD RD,Reading,66868,0702511200000003000
-95.91781632767929,38.49332882002899,00000,W 217TH ST,Reading,66868,0702511200000004000
-95.91492072828603,38.48755811028336,00000,W 317TH ST,Melvern,66510,0702561300000001000
-95.91899210740183,38.48981934763546,00000,W 317TH ST,Reading,66868,0702561300000002000
-95.92248741534146,38.484860737218554,10560,W 325TH ST,Reading,66868,0702561300000003000
-95.9363879015813,38.486680794697676,00000,S CRAWFORD RD,Reading,66868,0702561400000001000
-95.9453937795534,38.48495263520503,00000,W 325TH ST,Reading,66868,0702561400000002000
-95.93631592586578,38.479509716649545,00000,W 325TH ST,Reading,66868,0702561400000003000
-95.93632262280624,38.47036698807224,10929,W 325TH ST,Reading,66868,0702562300000001000
-95.94316055652811,38.473993307776226,00000,W 325TH ST,Reading,66868,0702562300000002000
-95.94678946865413,38.475809216556215,11341,W 325TH ST,Reading,66868,0702562300000003000
-95.94544312266447,38.466821214630336,00000,W 333RD ST,Reading,66868,0702562300000004000
-95.9202184052319,38.473928207417664,00000,W 325TH ST,Reading,66868,0702562400000001000
-95.92328386840967,38.47488389638422,10383,W 325TH ST,Reading,66868,0702562400000002000
-95.92706827846223,38.46673237330715,00000,W 333RD ST,Reading,66868,0702562400000004000
-95.91791341175615,38.46674045821946,00000,W 333RD ST,Reading,66868,0702562400000004020
-95.91792239760393,38.45584397582217,33757,S DAVIS RD,Reading,66868,0702572500000001000
-95.92713722820268,38.45584690694925,00000,W 341ST ST,Reading,66868,0702572500000001010
-95.93410412451595,38.459452459832434,00000,W 333RD ST,Reading,66868,0702572600000001000
-95.93630777185794,38.455840250261346,00000,W 333RD ST,Reading,66868,0702572600000002000
-95.94545495033267,38.459498942957524,00000,S CARLSON RD,Reading,66868,0702572600000003000
-95.94546859349602,38.45408398641554,00000,S CARLSON RD,Reading,66868,0702572600000004000
-95.94548741904029,38.45045010377562,00000,S CARLSON RD,Reading,66868,0702572600000005000
-95.93634293326566,38.44499850012606,00000,S CRAWFORD RD,Reading,66868,0702573500000001000
-95.94553633365497,38.445005263169215,00000,S CARLSON RD,Reading,66868,0702573500000002000
-95.94794113669614,38.4377756346278,00000,S CARLSON RD,Reading,66868,0702573500000003000
-95.94334624862799,38.43776820506591,00000,W 349TH ST,Reading,66868,0702573500000005000
-95.9365374445758,38.43775376739981,00000,W 349TH ST,Reading,66868,0702573500000007000
-95.91797893217802,38.44495852514565,00000,S DAVIS RD,Reading,66868,0702573600000001000
-95.92729017356632,38.44138078909186,00000,W 349TH ST,Reading,66868,0702573600000002000
-95.91806307647235,38.43778671934116,00000,W 349TH ST,Reading,66868,0702573600000003000
-95.80682825037174,38.519037662939176,00000,W 301ST ST,Osage City,66523,0702410100000001000
-95.8136496043376,38.51715703464129,00000,W 301ST ST,Osage City,66523,0702410100000002000
-95.81822458708655,38.51724629560947,00000,S AUBURN RD,Osage City,66523,0702410100000003000
-95.81646194158213,38.514820265498436,30916,S AUBURN RD,Osage City,66523,0702410100000004000
-95.8180125730014,38.51008576970387,00000,S AUBURN RD,Osage City,66523,0702410100000005000
-95.81427756220467,38.510087049027575,00000,00000,Melvern,66510,0702410100000006000
-95.80680221315238,38.510086650615044,00000,S INDIAN HILLS RD,Osage City,66523,0702410100000007000
-95.80682815649782,38.515514836608475,00000,S INDIAN HILLS RD,Osage City,66523,0702410100000008000
-95.8343749565069,38.51730113847262,00000,W 301ST ST,Osage City,66523,0702410200000003000
-95.82649177905304,38.51079331512943,00000,00000,Melvern,66510,0702410200000006000
-95.82254516020964,38.50873345367686,31141,S AUBURN RD,Osage City,66523,0702410200000007000
-95.8299670118918,38.49920411099325,00000,S BURLINGAME RD,Melvern,66510,0702411100000001000
-95.80538461144691,38.50421488929109,30937,S INDIAN HILLS RD,Osage City,66523,0702411200000001000
-95.81148092436719,38.49925179886289,00000,S INDIAN HILLS RD,Melvern,66510,0702411200000002000
-95.8414232222186,38.51866208890995,6887,W 170 HWY,Osage City,66523,0702420300000001000
-95.8442961575664,38.52058303911862,7025,W 170 HWY,Osage City,66523,0702420300000002000
-95.84341057679977,38.51364817997072,00000,S BURLINGAME RD,Melvern,66510,0702420300000003000
-95.84718010446298,38.51727730734917,00000,S 170 HWY,Osage City,66523,0702420300000004000
-95.85520382558884,38.50791902642629,00000,S HOCH RD,Melvern,66510,0702420300000006000
-95.84634017158749,38.50820092016758,00000,S BOOTH RD,Osage City,66523,0702420300000007000
-95.86232541044654,38.51731472497324,00000,S HOCH RD,Osage City,66523,0702420400000001000
-95.87143278097776,38.51907017973643,00000,S 170 HWY,Osage City,66523,0702420400000002000
-95.87148324877958,38.515605337718995,00000,S VALENCIA RD,Osage City,66523,0702420400000003000
-95.87154945281938,38.51202041002029,00000,S VALENCIA RD,Osage City,66523,0702420400000004000
